Latitude: 66.855837  Longitude: -150.563028
X & Y on Lambert Conformal Conic: -2205037.83 3357324.66
Tile: 14055
Elevation: 354 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2002,338,7088.94,0.00,0.02,35.01,-5.24,-10.95,265.13
2002,339,6489.14,0.00,0.00,35.01,-5.33,-9.44,298.94
2002,340,5869.87,2.91,0.00,37.92,-5.76,-9.43,299.17
2002,341,5224.38,4.87,0.00,42.80,-5.49,-8.77,315.11
2002,342,4541.71,0.00,0.01,42.80,-6.17,-11.54,252.82
2002,343,3802.12,0.00,0.01,42.80,-8.60,-14.42,200.11
2002,344,2963.55,0.00,0.01,42.80,-8.55,-16.93,162.35
2002,345,1899.54,0.00,0.00,42.80,-7.12,-14.46,199.43
2002,346,0.00,0.00,0.00,42.80,-5.39,-10.66,271.38
2002,347,0.00,3.06,0.00,45.86,-6.40,-13.30,219.38
2002,348,0.00,2.49,0.00,48.34,-11.00,-18.47,142.39
2002,349,0.00,0.00,0.00,48.34,-16.60,-24.06,87.24
2002,350,0.00,0.00,0.00,48.34,-18.58,-24.63,82.94
2002,351,0.00,3.75,0.00,52.09,-14.26,-21.65,108.15
2002,352,0.00,0.00,0.00,52.09,-13.99,-21.33,111.19
2002,353,0.00,0.00,0.00,52.09,-15.08,-21.16,112.87
2002,354,0.00,0.00,0.00,52.09,-15.93,-21.49,109.68
2002,355,0.00,0.00,0.00,52.09,-14.48,-22.60,99.46
2002,356,0.00,0.00,0.00,52.09,-10.69,-22.91,96.70
2002,357,0.00,0.00,0.00,52.09,-8.80,-18.59,141.02
2002,358,0.00,0.00,0.00,52.09,-12.37,-20.60,118.52
2002,359,0.00,0.00,0.00,52.09,-14.80,-23.02,95.81
2002,360,0.00,0.00,0.00,52.09,-15.51,-20.58,118.76
2002,361,0.00,0.00,0.00,52.09,-17.80,-23.01,95.85
2002,362,0.00,0.00,0.00,52.09,-20.65,-26.25,71.51
2002,363,0.00,0.00,0.00,52.09,-23.31,-31.18,45.01
2002,364,1080.63,0.00,0.00,52.09,-28.45,-36.04,27.89
2002,365,2467.33,0.00,0.01,52.09,-33.29,-38.04,22.75
2003,1,3395.92,0.00,0.04,76.80,-30.29,-38.70,21.25
2003,2,4177.62,0.00,0.06,76.80,-24.61,-36.69,26.13
2003,3,4885.65,0.00,0.09,76.80,-14.78,-29.86,51.08
2003,4,5548.13,0.00,0.08,76.80,-8.56,-21.76,107.09
2003,5,6179.59,5.55,0.10,82.35,-12.65,-27.31,64.88
2003,6,6788.54,0.00,0.18,82.35,-22.10,-36.42,26.84
2003,7,7380.42,0.00,0.22,82.35,-30.32,-43.35,12.99
2003,8,7958.91,0.00,0.27,82.35,-20.78,-38.89,20.83
2003,9,8526.61,0.00,0.19,82.35,-15.69,-25.22,78.59
2003,10,9085.41,0.00,0.25,82.35,-12.67,-21.57,108.88
2003,11,9636.74,0.00,0.22,82.35,-12.86,-19.29,132.77
2003,12,10181.70,0.00,0.20,82.35,-16.04,-20.53,119.31
2003,13,10721.13,0.00,0.33,82.35,-16.09,-22.48,100.49
2003,14,11255.71,0.00,0.34,82.35,-18.01,-23.72,90.02
2003,15,11786.01,0.00,0.44,82.35,-19.16,-25.64,75.64
2003,16,12312.45,0.00,1.01,82.35,-16.28,-25.53,76.43
2003,17,12835.40,0.00,1.71,82.35,-4.15,-22.20,103.00
2003,18,13355.18,0.00,1.39,82.35,-3.83,-13.68,212.61
2003,19,13872.03,0.00,1.74,82.35,-9.00,-17.73,151.75
2003,20,14386.17,0.00,1.46,82.35,-11.82,-17.98,148.51
2003,21,14897.78,0.00,2.01,82.35,-12.36,-19.18,134.03
2003,22,15407.03,0.00,3.21,82.35,-12.63,-20.55,119.08
2003,23,15914.04,0.00,4.64,82.35,-12.65,-23.05,95.53
2003,24,16418.94,0.00,4.76,82.35,-16.18,-25.03,79.92
2003,25,16921.83,0.00,6.09,82.35,-17.70,-29.03,55.25
2003,26,17422.79,0.00,8.63,82.35,-12.29,-25.73,75.02
2003,27,17921.91,0.00,8.82,82.35,-12.69,-23.43,92.32
2003,28,18419.25,0.00,8.00,82.35,-15.66,-23.51,91.66
2003,29,18914.89,0.00,8.13,82.35,-17.36,-24.46,84.16
2003,30,19408.88,0.00,9.72,82.35,-19.18,-26.21,71.79
2003,31,19901.27,0.00,10.73,82.35,-18.52,-25.47,76.82
2003,32,20392.11,0.00,12.77,82.35,-13.71,-21.18,112.68
2003,33,20881.44,1.80,12.90,84.15,-11.09,-17.78,151.06
2003,34,21369.31,3.96,12.63,88.11,-6.57,-14.58,197.44
2003,35,21855.74,11.20,13.68,99.31,-3.77,-11.41,255.43
2003,36,22340.79,4.40,10.94,103.71,-2.29,-7.52,347.17
2003,37,22824.48,4.79,15.44,108.50,-1.73,-8.44,323.25
2003,38,23306.84,13.00,16.74,121.50,-2.47,-8.74,315.83
2003,39,23787.90,5.00,9.34,120.95,-1.72,-4.71,430.76
2003,40,24267.70,7.91,15.24,120.93,-1.27,-5.95,391.99
2003,41,24746.27,10.15,23.79,131.08,-3.80,-10.60,272.51
2003,42,25223.63,6.92,26.32,138.01,-9.23,-16.09,174.21
2003,43,25699.81,0.00,38.20,138.01,-14.79,-21.79,106.78
2003,44,26174.83,0.00,41.85,138.01,-18.13,-25.23,78.55
2003,45,26648.74,0.00,53.66,138.01,-18.26,-28.04,60.60
2003,46,27121.54,0.00,59.19,138.01,-19.39,-29.91,50.81
2003,47,27593.28,0.00,65.24,138.01,-18.02,-28.91,55.88
2003,48,28063.97,0.00,64.09,138.01,-18.27,-27.64,62.89
2003,49,28533.64,0.00,68.62,138.01,-18.99,-28.69,57.05
2003,50,29002.33,0.00,76.77,138.01,-18.64,-29.59,52.39
2003,51,29470.05,0.00,84.07,138.01,-19.69,-32.06,41.34
2003,52,29936.84,0.00,88.59,138.01,-18.84,-31.78,42.48
2003,53,30402.72,0.00,93.34,138.01,-16.56,-29.25,54.11
2003,54,30867.73,2.50,48.27,140.51,-11.96,-18.20,145.75
2003,55,31331.88,4.52,49.81,145.03,-8.34,-14.40,200.40
2003,56,31795.21,0.00,50.17,145.03,-8.63,-12.64,231.42
2003,57,32257.74,0.00,75.45,145.03,-7.53,-13.57,214.44
2003,58,32719.51,3.79,62.08,148.82,-5.51,-11.97,244.35
2003,59,33180.54,0.00,80.35,148.82,-4.81,-10.66,271.40
2003,60,33640.87,5.75,76.23,154.57,-3.22,-10.89,266.29
2003,61,34100.52,8.98,45.69,163.55,-2.47,-6.34,380.41
2003,62,34559.52,9.91,91.89,173.45,-1.11,-10.12,283.23
2003,63,35017.91,9.10,106.03,182.55,-4.12,-15.44,183.91
2003,64,35475.71,0.00,144.78,182.55,-9.76,-20.49,119.73
2003,65,35932.95,0.00,160.77,182.55,-8.42,-22.11,103.87
2003,66,36389.67,0.00,171.24,182.55,-6.10,-22.66,98.88
2003,67,36845.90,0.00,175.23,182.55,-6.24,-22.16,103.42
2003,68,37301.67,0.00,178.51,182.55,-8.75,-24.07,87.19
2003,69,37757.01,0.00,184.26,182.55,-11.27,-26.85,67.71
2003,70,38211.96,0.00,190.69,182.55,-12.47,-28.67,57.14
2003,71,38666.53,0.00,196.92,182.55,-16.48,-33.21,36.95
2003,72,39120.78,0.00,190.84,182.55,-18.10,-32.11,41.15
2003,73,39574.73,0.00,193.81,182.55,-18.05,-31.88,42.06
2003,74,40028.41,0.00,205.06,182.55,-15.84,-31.11,45.34
2003,75,40481.86,0.00,207.23,182.55,-11.55,-26.44,70.32
2003,76,40935.11,0.00,201.67,182.55,-8.48,-21.79,106.84
2003,77,41388.19,0.00,214.19,182.55,-5.79,-20.47,119.85
2003,78,41841.13,0.00,224.16,182.55,-6.05,-21.70,107.68
2003,79,42293.98,0.00,221.30,182.55,-6.91,-21.39,110.65
2003,80,42746.76,0.00,218.82,182.55,-9.46,-22.93,96.58
2003,81,43199.50,0.00,233.96,182.55,-10.28,-25.22,78.57
2003,82,43652.25,0.00,215.40,182.55,-9.38,-21.51,109.49
2003,83,44105.03,0.00,237.89,182.55,-8.63,-22.71,98.47
2003,84,44557.88,0.00,233.14,182.55,-10.45,-23.64,90.66
2003,85,45010.82,0.00,237.00,182.55,-10.46,-23.82,89.17
2003,86,45463.90,0.00,258.42,182.55,-10.77,-26.49,69.99
2003,87,45917.15,0.00,267.91,182.55,-10.41,-27.22,65.41
2003,88,46370.60,0.00,226.57,182.55,-8.90,-20.96,114.90
2003,89,46824.28,0.00,233.48,182.55,-8.12,-20.65,118.04
2003,90,47278.23,0.00,261.48,182.55,-8.57,-23.48,91.94
2003,91,47732.47,0.00,280.45,182.55,-8.42,-25.49,76.69
2003,92,48187.05,0.00,281.65,182.55,-8.39,-25.28,78.15
2003,93,48641.99,0.00,302.08,182.55,-5.26,-24.97,80.37
2003,94,49097.33,0.00,303.44,182.55,-3.12,-22.60,99.44
2003,95,49553.10,0.00,291.77,182.55,-5.40,-22.66,98.92
2003,96,50009.33,0.00,277.45,182.55,-7.34,-22.54,100.01
2003,97,50466.05,0.00,295.01,182.55,-6.95,-23.57,91.18
2003,98,50923.29,0.00,298.07,182.55,-4.60,-21.17,112.75
2003,99,51381.09,0.00,309.80,182.55,-1.48,-19.04,135.70
2003,100,51839.48,0.00,302.26,182.55,0.29,-16.11,173.95
2003,101,52298.48,0.00,300.05,182.55,1.03,-14.82,193.62
2003,102,52758.12,0.00,240.60,182.55,1.84,-9.40,299.84
2003,103,53218.45,4.37,115.65,181.92,2.12,-4.49,437.68
2003,104,53679.48,0.00,218.60,181.92,3.00,-6.52,375.23
2003,105,54141.25,3.41,165.40,185.32,3.31,-6.08,387.84
2003,106,54603.78,2.01,159.50,184.72,4.27,-4.55,435.74
2003,107,55067.11,0.00,263.83,184.49,5.79,-5.46,406.79
2003,108,55531.26,0.00,266.89,184.40,5.38,-5.79,396.53
2003,109,55996.26,2.81,232.20,187.21,4.24,-9.27,302.76
2003,110,56462.14,0.00,345.69,187.21,3.02,-12.98,225.02
2003,111,56928.93,0.00,306.98,187.21,5.46,-7.50,347.85
2003,112,57396.65,0.00,313.12,186.98,7.92,-5.45,407.13
2003,113,57865.33,0.00,303.01,186.41,7.89,-4.64,433.02
2003,114,58335.00,0.00,324.53,185.41,10.25,-3.64,465.69
2003,115,58805.69,0.00,294.33,183.36,10.84,-1.12,562.71
2003,116,59277.43,0.00,333.19,181.63,12.39,-1.87,512.54
2003,117,59750.23,0.00,316.67,179.91,10.95,-1.91,524.38
2003,118,60224.13,0.00,267.54,178.74,6.78,-3.20,482.31
2003,119,60699.15,0.00,257.71,178.72,3.32,-5.96,391.58
2003,120,61175.33,0.00,312.79,178.72,5.49,-6.30,381.59
2003,121,61652.69,0.00,359.14,178.72,7.81,-6.68,360.07
2003,122,62131.25,0.00,328.62,178.37,7.15,-5.17,415.88
2003,123,62611.05,0.00,293.43,177.94,5.18,-4.98,421.95
2003,124,63092.11,0.00,277.90,177.69,3.77,-5.40,408.71
2003,125,63574.47,0.00,352.86,177.69,6.00,-6.62,359.43
2003,126,64058.15,0.00,367.00,177.69,7.16,-6.17,345.68
2003,127,64543.19,0.00,311.87,176.82,6.23,-3.94,430.60
2003,128,65029.63,0.00,339.25,175.94,7.37,-3.90,401.92
2003,129,65517.49,0.00,289.73,173.29,9.25,0.32,532.79
2003,130,66006.82,2.70,217.49,170.77,8.78,-0.01,576.42
2003,131,66497.66,2.72,223.96,168.93,7.28,-1.61,501.34
2003,132,66990.04,0.00,298.12,167.01,7.23,-1.44,413.89
2003,133,67484.03,1.99,304.09,165.03,7.60,-1.29,379.68
2003,134,67979.66,0.00,341.99,163.66,7.71,-2.73,319.14
2003,135,68477.00,0.00,303.33,163.12,4.04,-4.72,321.78
2003,136,68976.12,0.00,341.30,162.46,5.90,-4.43,290.61
2003,137,69477.08,0.00,404.26,162.01,9.03,-4.92,224.29
2003,138,69979.96,0.00,359.41,160.30,9.35,-1.93,305.17
2003,139,70484.85,0.00,312.48,158.36,7.74,-1.38,365.54
2003,140,70991.86,0.00,294.02,156.16,7.49,-0.77,398.39
2003,141,71501.10,1.81,299.84,154.42,6.49,-1.86,368.90
2003,142,72012.71,2.01,217.02,152.43,6.73,-1.25,472.62
2003,143,72526.85,3.23,229.38,150.89,6.10,-2.35,433.77
2003,144,73043.69,0.00,348.73,149.25,7.86,-2.09,335.94
2003,145,73563.46,0.00,375.06,147.30,9.87,-1.36,306.72
2003,146,74086.41,5.55,220.99,144.31,9.03,1.12,519.77
2003,147,74612.84,6.66,187.78,141.30,7.60,1.18,598.72
2003,148,75143.12,5.12,259.92,138.19,11.30,1.40,514.14
2003,149,75677.70,0.00,417.16,135.83,13.94,-0.39,297.67
2003,150,76217.12,0.00,424.52,132.68,17.05,1.50,309.05
2003,151,76762.06,0.00,421.09,128.60,19.11,3.71,312.39
2003,152,77313.38,0.00,366.76,124.15,15.82,4.59,354.76
2003,153,77872.16,0.00,296.01,120.02,11.96,3.85,384.18
2003,154,78439.84,5.00,264.96,115.94,14.37,3.70,325.93
2003,155,79018.30,0.00,422.57,112.44,19.01,2.34,255.01
2003,156,79610.15,0.00,401.76,107.44,20.56,5.91,333.28
2003,157,80219.06,0.00,345.13,101.64,18.62,7.81,383.36
2003,158,80850.46,0.00,334.06,96.92,15.46,5.23,316.97
2003,159,81512.86,0.00,383.24,92.49,18.35,4.54,301.16
2003,160,82220.76,0.00,410.35,88.27,22.49,4.04,290.08
2003,161,83002.26,0.00,381.38,82.64,22.65,7.41,372.34
2003,162,83925.81,0.00,312.19,76.50,19.17,8.61,406.30
2003,163,85305.28,0.00,350.08,71.89,18.37,5.00,311.54
2003,164,86400.00,0.00,345.08,67.59,17.64,4.21,293.85
2003,165,86400.00,0.00,372.02,63.84,19.48,2.95,267.02
2003,166,86400.00,0.00,358.06,58.96,20.94,5.61,326.20
2003,167,86400.00,0.00,312.06,53.14,19.57,7.85,384.41
2003,168,86400.00,0.00,316.19,47.35,19.87,7.79,382.69
2003,169,86400.00,0.00,305.24,41.78,18.75,7.26,368.25
2003,170,86400.00,0.00,324.98,36.48,19.63,6.62,351.43
2003,171,86400.00,0.00,344.93,31.39,21.17,6.12,338.66
2003,172,86400.00,0.00,340.90,25.77,22.52,7.37,371.13
2003,173,86400.00,0.00,329.97,19.63,23.19,8.62,406.46
2003,174,86400.00,0.00,329.84,13.42,23.71,8.80,411.78
2003,175,86400.00,0.00,299.72,7.28,21.27,8.63,406.78
2003,176,86400.00,0.00,295.57,1.73,19.74,7.19,366.39
2003,177,86400.00,0.00,272.56,0.00,19.26,5.97,334.88
2003,178,86400.00,0.00,251.47,0.00,20.50,8.57,426.85
2003,179,86400.00,0.00,274.38,0.00,22.54,8.87,414.08
2003,180,86400.00,0.00,273.44,0.00,22.05,8.50,403.09
2003,181,86400.00,0.00,220.63,0.00,19.11,9.16,536.21
2003,182,84508.99,0.00,231.23,0.00,18.85,8.60,504.69
2003,183,83442.46,11.30,135.91,0.00,15.01,7.30,779.66
2003,184,82603.00,4.25,145.05,0.00,14.83,6.61,811.80
2003,185,81862.93,8.10,201.37,0.00,19.38,6.96,681.12
2003,186,81179.96,0.00,284.65,0.00,21.77,8.38,604.14
2003,187,80534.27,0.00,254.13,0.00,20.77,9.49,732.99
2003,188,79914.85,0.00,256.77,0.00,20.71,9.31,723.40
2003,189,79314.95,0.00,318.79,0.00,24.11,7.65,508.21
2003,190,78730.11,0.00,297.44,0.00,23.43,9.23,617.00
2003,191,78157.27,0.00,231.22,0.00,19.80,10.09,847.94
2003,192,77594.20,0.00,273.17,0.00,19.87,7.82,645.35
2003,193,77039.27,0.00,261.10,0.00,19.38,8.18,693.63
2003,194,76491.23,0.00,182.91,0.00,15.98,8.81,913.69
2003,195,75949.12,7.10,138.97,0.00,14.68,7.55,968.17
2003,196,75412.18,2.00,216.56,0.00,11.26,3.15,621.09
2003,197,74879.79,5.73,185.21,0.00,10.99,1.46,601.87
2003,198,74351.47,8.85,231.06,0.00,13.82,0.29,503.51
2003,199,73826.80,0.00,353.83,0.00,20.43,0.49,378.43
2003,200,73305.47,0.00,352.71,0.00,24.48,3.87,443.58
2003,201,72787.18,0.00,349.71,0.00,26.65,5.99,506.30
2003,202,72271.70,0.00,318.74,0.00,24.16,8.22,662.22
2003,203,71758.84,0.00,229.44,0.00,17.72,8.35,892.21
2003,204,71248.42,0.00,280.87,0.00,19.97,7.66,741.93
2003,205,70740.30,4.81,116.74,0.00,15.51,9.51,1187.60
2003,206,70234.36,15.57,103.24,0.00,13.68,8.56,1114.06
2003,207,69730.47,7.27,162.34,0.00,14.13,5.79,921.40
2003,208,69228.55,5.14,201.17,0.00,13.35,2.39,725.51
2003,209,68728.52,0.00,315.46,0.00,15.62,1.09,571.71
2003,210,68230.29,0.00,248.45,0.00,14.00,4.18,793.42
2003,211,67733.80,3.74,130.10,0.00,10.11,3.83,803.10
2003,212,67238.99,4.04,158.97,0.00,10.25,2.38,725.04
2003,213,66745.81,1.99,233.57,0.00,12.58,3.57,788.48
2003,214,66254.19,0.00,203.64,0.00,10.55,2.98,756.52
2003,215,65764.11,2.79,200.67,0.00,15.14,3.99,812.65
2003,216,65275.51,2.62,213.53,0.00,16.84,4.30,830.30
2003,217,64788.36,4.34,191.61,0.00,16.75,6.11,941.66
2003,218,64302.62,5.11,229.58,0.00,18.65,3.54,786.85
2003,219,63818.26,0.00,322.40,0.00,20.60,3.07,704.60
2003,220,63335.24,0.00,322.73,0.00,20.84,2.74,689.38
2003,221,62853.52,0.00,323.96,0.00,23.28,3.66,719.12
2003,222,62373.09,0.00,287.00,0.00,23.22,8.36,1033.07
2003,223,61893.91,9.07,125.35,0.00,16.70,9.80,1211.07
2003,224,61415.95,15.58,106.37,0.00,14.57,8.85,1136.27
2003,225,60939.18,7.39,107.20,0.00,14.80,9.00,1147.53
2003,226,60463.58,3.14,166.90,0.00,18.92,8.88,1138.53
2003,227,59989.11,0.00,192.47,0.00,18.19,9.80,1210.89
2003,228,59515.76,10.98,136.62,0.00,13.87,6.29,953.67
2003,229,59043.49,4.23,156.71,0.00,12.04,3.40,779.51
2003,230,58572.28,0.00,283.81,0.00,15.29,1.14,663.06
2003,231,58102.10,0.00,295.52,0.00,17.69,1.50,680.71
2003,232,57632.92,0.00,276.81,0.00,16.23,2.48,730.04
2003,233,57164.71,0.00,267.14,0.00,14.51,1.57,684.05
2003,234,56697.46,0.00,234.93,0.00,12.94,2.49,730.82
2003,235,56231.13,13.65,121.04,0.00,10.05,3.54,786.77
2003,236,55765.68,7.46,128.94,0.00,10.41,3.29,773.32
2003,237,55301.11,5.90,121.66,0.00,9.68,2.98,756.70
2003,238,54837.37,5.70,134.63,0.00,13.53,5.78,920.48
2003,239,54374.44,2.55,165.43,0.00,15.38,5.07,876.13
2003,240,53912.29,0.00,261.86,0.00,18.93,3.87,805.37
2003,241,53450.89,0.00,241.41,0.00,19.35,6.03,936.86
2003,242,52990.21,4.30,140.74,0.00,16.14,7.07,1006.30
2003,243,52530.23,0.00,169.15,0.00,14.23,6.29,953.96
2003,244,52070.91,6.04,61.13,0.00,10.62,7.10,1008.48
2003,245,51612.21,26.90,80.25,0.00,9.19,4.53,843.53
2003,246,51154.12,2.72,120.83,0.00,9.62,2.29,720.39
2003,247,50696.60,1.92,163.42,0.00,9.62,2.13,712.02
2003,248,50239.62,0.00,192.29,0.00,8.44,-0.76,577.67
2003,249,49783.15,0.00,237.12,0.00,10.44,-3.36,476.61
2003,250,49327.15,0.00,208.02,0.00,11.25,0.49,632.95
2003,251,48871.60,2.93,134.47,0.00,9.16,0.74,644.20
2003,252,48416.46,0.00,176.27,0.00,6.84,-1.28,556.22
2003,253,47961.71,3.32,105.24,0.00,3.99,-2.17,520.74
2003,254,47507.30,2.30,120.62,0.00,5.46,-2.05,525.50
2003,255,47053.20,0.00,193.48,0.00,4.99,-5.18,415.56
2003,256,46599.39,0.00,201.48,0.00,5.85,-5.57,403.24
2003,257,46145.83,0.00,207.73,0.00,5.93,-7.00,361.50
2003,258,45692.49,0.00,202.98,0.00,5.77,-7.18,356.47
2003,259,45239.33,0.00,201.96,0.00,8.22,-5.63,401.55
2003,260,44786.32,0.00,189.39,0.00,3.81,-8.26,327.81
2003,261,44333.42,0.00,195.23,0.00,3.33,-10.14,282.86
2003,262,43880.62,0.00,187.59,0.00,4.93,-8.00,334.48
2003,263,43427.86,0.00,170.79,0.00,4.50,-6.55,374.15
2003,264,42975.11,0.00,178.57,0.00,4.49,-8.25,328.19
2003,265,42522.36,0.00,177.82,0.00,4.54,-9.08,307.54
2003,266,42069.55,0.00,161.75,0.00,4.27,-7.56,346.21
2003,267,41616.66,0.00,141.54,0.00,3.02,-6.81,366.86
2003,268,41163.65,0.00,143.96,0.00,3.12,-7.47,348.65
2003,269,40710.49,0.00,149.97,0.00,5.18,-6.90,364.20
2003,270,40257.14,0.00,156.41,0.00,6.79,-7.39,350.81
2003,271,39803.59,0.00,139.11,0.00,6.80,-4.89,424.68
2003,272,39349.78,0.00,97.06,0.00,9.31,1.91,701.08
2003,273,38895.68,8.53,61.89,0.00,11.14,4.71,854.69
2003,274,38441.28,5.20,60.74,0.00,13.38,6.68,979.59
2003,275,37986.52,0.00,73.13,0.00,12.08,5.95,931.31
2003,276,37531.39,9.64,54.12,0.00,8.81,2.72,742.78
2003,277,37075.84,0.00,84.97,0.00,6.66,-0.83,574.98
2003,278,36619.84,0.00,98.16,0.00,8.12,-1.46,548.87
2003,279,36163.38,0.00,71.20,0.00,5.96,-0.53,587.43
2003,280,35706.40,0.00,91.69,0.00,6.43,-2.82,496.20
2003,281,35248.88,0.00,95.81,0.00,6.45,-4.01,454.08
2003,282,34790.79,0.00,82.74,0.00,5.11,-3.69,465.14
2003,283,34332.11,0.00,56.75,0.00,3.86,-1.95,529.41
2003,284,33872.79,0.00,57.73,0.00,2.34,-3.79,461.50
2003,285,33412.81,0.00,55.09,0.00,0.52,-5.44,407.51
2003,286,32952.13,0.00,57.83,0.00,0.17,-6.33,380.75
2003,287,32490.74,0.00,53.62,0.00,1.04,-5.17,415.81
2003,288,32028.59,0.00,39.33,0.00,0.87,-3.61,467.78
2003,289,31565.67,0.00,39.83,0.00,0.55,-4.10,451.06
2003,290,31101.94,3.59,33.96,3.59,-1.70,-6.56,374.04
2003,291,30637.37,0.00,39.45,3.59,-3.34,-7.58,345.58
2003,292,30171.93,0.00,48.31,3.59,-1.66,-7.19,356.16
2003,293,29705.60,7.13,31.52,10.72,-1.24,-6.16,385.59
2003,294,29238.35,0.00,49.18,10.72,-1.34,-7.47,348.46
2003,295,28770.16,0.00,53.36,10.72,0.31,-7.01,361.26
2003,296,28300.98,0.00,49.68,10.72,-0.47,-7.53,346.87
2003,297,27830.81,0.00,44.18,10.72,-1.47,-7.84,338.76
2003,298,27359.60,0.00,39.44,10.72,-2.40,-8.28,327.21
2003,299,26887.34,0.00,46.64,10.72,-3.88,-11.96,244.41
2003,300,26414.00,1.50,45.04,12.22,-5.49,-13.71,212.05
2003,301,25939.54,0.00,45.64,12.22,-6.21,-15.93,176.48
2003,302,25463.94,0.00,39.09,12.22,-5.33,-13.62,213.71
2003,303,24987.18,4.15,25.97,16.37,-1.09,-8.78,314.72
2003,304,24509.23,5.33,20.65,16.32,0.56,-5.88,393.89
2003,305,24030.06,0.00,24.97,16.32,-1.95,-8.08,332.48
2003,306,23549.63,0.00,26.45,16.32,-2.49,-9.90,288.27
2003,307,23067.93,0.00,25.08,16.32,-4.12,-11.87,246.24
2003,308,22584.92,0.00,19.11,16.32,-3.93,-10.08,284.21
2003,309,22100.56,0.00,13.55,16.32,-1.78,-6.28,381.94
2003,310,21614.83,6.94,10.85,16.08,-0.07,-5.43,407.83
2003,311,21127.69,1.81,9.77,15.66,-1.11,-5.00,421.12
2003,312,20639.10,10.43,7.87,15.33,-0.43,-5.21,414.44
2003,313,20149.03,12.09,6.14,27.42,-2.65,-6.54,374.45
2003,314,19657.43,4.42,10.16,31.84,-6.22,-14.69,195.65
2003,315,19164.25,0.00,12.14,31.84,-14.02,-23.75,89.73
2003,316,18669.45,0.00,11.37,31.84,-20.08,-30.41,48.47
2003,317,18172.97,0.00,7.94,31.84,-25.66,-31.78,42.49
2003,318,17674.76,0.00,6.71,31.84,-26.86,-32.70,38.85
2003,319,17174.73,0.00,5.06,31.84,-27.89,-33.24,36.84
2003,320,16672.83,0.00,4.37,31.84,-26.83,-32.16,40.95
2003,321,16168.96,0.00,4.14,31.84,-27.45,-33.42,36.19
2003,322,15663.03,0.00,3.99,31.84,-25.50,-32.04,41.43
2003,323,15154.92,0.00,3.19,31.84,-22.69,-29.46,53.04
2003,324,14644.52,5.12,2.11,36.95,-13.19,-24.92,80.77
2003,325,14131.67,8.27,1.41,45.22,-11.09,-18.36,143.76
2003,326,13616.21,3.30,1.22,48.52,-9.35,-16.96,161.88
2003,327,13097.94,3.13,0.92,51.65,-11.74,-17.53,154.31
2003,328,12576.63,0.00,0.99,51.65,-12.34,-18.41,143.20
2003,329,12051.99,0.00,0.77,51.65,-16.60,-27.36,64.58
2003,330,11523.69,0.00,0.78,51.65,-22.66,-35.32,29.98
2003,331,10991.33,2.60,0.51,54.25,-20.76,-33.13,37.25
2003,332,10454.42,2.85,0.33,57.10,-20.32,-27.35,64.66
2003,333,9912.34,0.00,0.48,57.10,-22.91,-32.67,38.95
2003,334,9364.35,0.00,0.38,57.10,-25.13,-33.53,35.83
2003,335,8809.47,0.00,0.36,57.10,-30.38,-39.97,18.62
2003,336,8246.46,0.00,0.27,57.10,-32.21,-42.56,14.14
2003,337,7673.69,0.00,0.24,57.10,-23.61,-37.67,23.63
2003,338,7088.94,0.00,0.14,57.10,-19.41,-26.95,67.10
2003,339,6489.14,0.00,0.10,57.10,-19.37,-26.02,73.09
2003,340,5869.87,0.00,0.07,57.10,-20.59,-26.24,71.60
2003,341,5224.38,0.00,0.09,57.10,-17.44,-28.46,58.27
2003,342,4541.71,0.00,0.05,57.10,-20.19,-26.77,68.19
2003,343,3802.12,0.00,0.04,57.10,-14.50,-24.17,86.44
2003,344,2963.55,0.00,0.02,57.10,-11.44,-19.62,129.02
2003,345,1899.54,0.00,0.01,57.10,-8.94,-16.58,167.11
2003,346,0.00,0.00,0.00,57.10,-10.43,-19.27,133.05
2003,347,0.00,0.00,0.00,57.10,-15.76,-21.20,112.53
2003,348,0.00,0.00,0.00,57.10,-16.65,-22.98,96.13
2003,349,0.00,0.00,0.00,57.10,-16.50,-23.80,89.36
2003,350,0.00,0.00,0.00,57.10,-16.59,-22.71,98.50
2003,351,0.00,0.00,0.00,57.10,-15.66,-22.13,103.67
2003,352,0.00,0.00,0.00,57.10,-13.78,-22.51,100.27
2003,353,0.00,0.00,0.00,57.10,-8.60,-19.71,128.03
2003,354,0.00,3.01,0.00,60.11,-8.47,-18.45,142.66
2003,355,0.00,0.00,0.00,60.11,-12.51,-21.59,108.74
2003,356,0.00,9.10,0.00,69.22,-9.76,-21.72,107.50
2003,357,0.00,0.00,0.00,69.22,-19.39,-28.97,55.54
2003,358,0.00,2.26,0.00,71.48,-23.31,-29.86,51.08
2003,359,0.00,0.00,0.00,71.48,-22.77,-27.72,62.43
2003,360,0.00,0.00,0.00,71.48,-22.17,-29.73,51.70
2003,361,0.00,0.00,0.00,71.48,-21.84,-28.94,55.70
